PDI-H-COOH,,PDI-Me-COOH,,PDI-OMe-COOH
Wavenumber,intensity,Wavenumber,intensity,Wavenumber,intensity
1526.382,77.89108,1526.382,73.80896,1526.382,88.85121
1526.864,77.82333,1526.864,73.78746,1526.864,88.87939
1527.346,77.75172,1527.346,73.79167,1527.346,88.91658
1527.828,77.67493,1527.828,73.81606,1527.828,88.96216
1528.31,77.58801,1528.31,73.84876,1528.31,89.00977
1528.792,77.4866,1528.792,73.87402,1528.792,89.05167
1529.274,77.37113,1529.274,73.87683,1529.274,89.08295
1529.756,77.24785,1529.756,73.84808,1529.756,89.10315
1530.239,77.12673,1530.239,73.78737,1530.239,89.11501
1530.721,77.01837,1530.721,73.70274,1530.721,89.12148
1531.203,76.93046,1531.203,73.60837,1531.203,89.12222
1531.685,76.86423,1531.685,73.52088,1531.685,89.11062
1532.167,76.81043,1532.167,73.45444,1532.167,89.07355
1532.649,76.74791,1532.649,73.41378,1532.649,88.9963
1533.131,76.65214,1533.131,73.38757,1533.131,88.87507
1533.613,76.51418,1533.613,73.35036,1533.613,88.72942
1534.095,76.35068,1534.095,73.2785,1534.095,88.59712
1534.578,76.18893,1534.578,73.16595,1534.578,88.50964
1535.06,76.04337,1535.06,73.02267,1535.06,88.47514
1535.542,75.90852,1535.542,72.86178,1535.542,88.48248
1536.024,75.76821,1536.024,72.69114,1536.024,88.51311
1536.506,75.60903,1536.506,72.51188,1536.506,88.54895
1536.988,75.42988,1536.988,72.32068,1536.988,88.57471
1537.47,75.24525,1537.47,72.11321,1537.47,88.57796
1537.952,75.08127,1537.952,71.88863,1537.952,88.54839
1538.435,74.96497,1538.435,71.65498,1538.435,88.47758
1538.917,74.90897,1538.917,71.4339,1538.917,88.3595
1539.399,74.89811,1539.399,71.25719,1539.399,88.19333
1539.881,74.89146,1539.881,71.14455,1539.881,87.98969
1540.363,74.84652,1540.363,71.07385,1540.363,87.77463
1540.845,74.7504,1540.845,70.98982,1540.845,87.58031
1541.327,74.62454,1541.327,70.85378,1541.327,87.42767
1541.809,74.50092,1541.809,70.66874,1541.809,87.31995
1542.292,74.39832,1542.292,70.4612,1542.292,87.24731
1542.774,74.3147,1542.774,70.25669,1542.774,87.1928
1543.256,74.2317,1543.256,70.06785,1543.256,87.13638
1543.738,74.12457,1543.738,69.89278,1543.738,87.06002
1544.22,73.97433,1544.22,69.71935,1544.22,86.95501
1544.702,73.77927,1544.702,69.53363,1544.702,86.8277
1545.184,73.55725,1545.184,69.32868,1545.184,86.6975
1545.666,73.33658,1545.666,69.10802,1545.666,86.58627
1546.148,73.14142,1546.148,68.88176,1546.148,86.50685
1546.631,72.98299,1546.631,68.66019,1546.631,86.45847
1547.113,72.85945,1547.113,68.44991,1547.113,86.42921
1547.595,72.76153,1547.595,68.25347,1547.595,86.40121
1548.077,72.67815,1548.077,68.07119,1548.077,86.35547
1548.559,72.60065,1548.559,67.90314,1548.559,86.27765
1549.041,72.52525,1549.041,67.75065,1549.041,86.16434
1549.523,72.4541,1549.523,67.61572,1549.523,86.02783
1550.005,72.39253,1550.005,67.49871,1550.005,85.89294
1550.488,72.3431,1550.488,67.39567,1550.488,85.78412
1550.97,72.30126,1550.97,67.29823,1550.97,85.71149
1551.452,72.25735,1551.452,67.19621,1551.452,85.66744
1551.934,72.20239,1551.934,67.08096,1551.934,85.63326
1552.416,72.13274,1552.416,66.94724,1552.416,85.5886
1552.898,72.05049,1552.898,66.79456,1552.898,85.51909
1553.38,71.96076,1553.38,66.62711,1553.38,85.4212
1553.862,71.86793,1553.862,66.45247,1553.862,85.3042
1554.344,71.77216,1554.344,66.2774,1554.344,85.18686
1554.827,71.66773,1554.827,66.10328,1554.827,85.08865
1555.309,71.5442,1555.309,65.92395,1555.309,85.02022
1555.791,71.39211,1555.791,65.72847,1555.791,84.97962
1556.273,71.21048,1556.273,65.50619,1556.273,84.95432
1556.755,71.01069,1556.755,65.25177,1556.755,84.92316
1557.237,70.80906,1557.237,64.96902,1557.237,84.85144
1557.719,70.60023,1557.719,64.67532,1557.719,84.67668
1558.201,70.32063,1558.201,64.40224,1558.201,84.30219
1558.684,69.8684,1558.684,64.1738,1558.684,83.6642
1559.166,69.2451,1559.166,63.95892,1559.166,82.89072
1559.648,68.60892,1559.648,63.68839,1559.648,82.25274
1560.13,68.09482,1560.13,63.34151,1560.13,81.86769
1560.612,67.72778,1560.612,62.94852,1560.612,81.67239
1561.094,67.47469,1561.094,62.54253,1561.094,81.57605
1561.576,67.28753,1561.576,62.14162,1561.576,81.51894
1562.058,67.12106,1562.058,61.75026,1562.058,81.46536
1562.541,66.9386,1562.541,61.36287,1562.541,81.38958
1563.022,66.71275,1563.022,60.96666,1563.022,81.26926
1563.505,66.42544,1563.505,60.54578,1563.505,81.08685
1563.987,66.07087,1563.987,60.08782,1563.987,80.83623
1564.469,65.66041,1564.469,59.59175,1564.469,80.53054
1564.951,65.22335,1564.951,59.07188,1564.951,80.2025
1565.433,64.79694,1565.433,58.55248,1565.433,79.89213
1565.915,64.40985,1565.915,58.05514,1565.915,79.62775
1566.397,64.07051,1566.397,57.58768,1566.397,79.41362
1566.879,63.76688,1566.879,57.14141,1566.879,79.22957
1567.362,63.4735,1567.362,56.69537,1567.362,79.03833
1567.844,63.15876,1567.844,56.22306,1567.844,78.794
1568.326,62.79128,1568.326,55.70062,1568.326,78.45242
1568.808,62.34938,1568.808,55.1167,1568.808,77.9875
1569.29,61.83472,1569.29,54.48156,1569.29,77.41235
1569.772,61.27779,1569.772,53.8247,1569.772,76.78597
1570.254,60.72083,1570.254,53.17576,1570.254,76.18461
1570.736,60.19003,1570.736,52.5449,1570.736,75.65706
1571.219,59.68556,1571.219,51.92288,1571.219,75.20863
1571.701,59.19216,1571.701,51.29527,1571.701,74.81851
1572.183,58.69284,1572.183,50.6535,1572.183,74.46204
1572.665,58.17582,1572.665,49.99667,1572.665,74.11977
1573.147,57.63425,1573.147,49.32702,1573.147,73.7747
1573.629,57.06088,1573.629,48.6422,1573.629,73.40343
1574.111,56.43864,1574.111,47.92625,1574.111,72.96511
1574.593,55.73046,1574.593,47.14251,1574.593,72.39391
1575.075,54.87899,1575.075,46.23636,1575.075,71.60654
1575.558,53.83378,1575.558,45.16098,1575.558,70.54168
1576.04,52.60971,1576.04,43.92625,1576.04,69.22879
1576.522,51.32339,1576.522,42.62794,1576.522,67.82079
1577.004,50.13608,1577.004,41.40014,1577.004,66.51677
1577.486,49.14597,1577.486,40.32681,1577.486,65.43549
1577.968,48.34861,1577.968,39.40826,1577.968,64.57352
1578.45,47.67964,1578.45,38.59463,1578.45,63.85667
1578.932,47.0704,1578.932,37.83057,1578.932,63.20272
1579.415,46.47855,1579.415,37.08075,1579.415,62.55507
1579.897,45.8956,1579.897,36.33812,1579.897,61.8919
1580.379,45.3414,1580.379,35.62222,1580.379,61.2238
1580.861,44.85123,1580.861,34.97058,1580.861,60.58406
1581.343,44.45893,1581.343,34.42414,1581.343,60.01321
1581.825,44.18193,1581.825,34.01147,1581.825,59.54167
1582.307,44.01556,1582.307,33.73931,1582.307,59.17848
1582.789,43.93968,1582.789,33.59483,1582.789,58.91162
1583.271,43.93282,1583.271,33.55659,1583.271,58.71855
1583.754,43.98476,1583.754,33.60628,1583.754,58.57918
1584.236,44.10045,1584.236,33.734,1584.236,58.48327
1584.718,44.29464,1584.718,33.93585,1584.718,58.42998
1585.2,44.58124,1585.2,34.20747,1585.2,58.42155
1585.682,44.96497,1585.682,34.53979,1585.682,58.45733
1586.164,45.44003,1586.164,34.92066,1586.164,58.53236
1586.646,45.99629,1586.646,35.34204,1586.646,58.64181
1587.128,46.62808,1587.128,35.80775,1587.128,58.78796
1587.611,47.33939,1587.611,36.33675,1587.611,58.98479
1588.093,48.14226,1588.093,36.95937,1588.093,59.25683
1588.575,49.04925,1588.575,37.70694,1588.575,59.63166
1589.057,50.06451,1589.057,38.59963,1589.057,60.12967
1589.539,51.17889,1589.539,39.63824,1589.539,60.75595
1590.021,52.37258,1590.021,40.80462,1590.021,61.49958
1590.503,53.62343,1590.503,42.07033,1590.503,62.34013
1590.985,54.91545,1590.985,43.40802,1590.985,63.25728
1591.468,56.24205,1591.468,44.79923,1591.468,64.23747
1591.949,57.60258,1591.949,46.23516,1591.949,65.27434
1592.432,58.99436,1592.432,47.7119,1592.432,66.36347
1592.914,60.40487,1592.914,49.22372,1592.914,67.49609
1593.396,61.8081,1593.396,50.7578,1593.396,68.65451
1593.878,63.16653,1593.878,52.2927,1593.878,69.8129
1594.36,64.43758,1594.36,53.79971,1594.36,70.94191
1594.842,65.58154,1594.842,55.24622,1594.842,72.01473
1595.324,66.56814,1595.324,56.59929,1595.324,73.01159
1595.806,67.38028,1595.806,57.82967,1595.806,73.92087
1596.289,68.01505,1596.289,58.91583,1596.289,74.73792
1596.771,68.48286,1596.771,59.84781,1596.771,75.46288
1597.253,68.80508,1597.253,60.62905,1597.253,76.09945
1597.735,69.01089,1597.735,61.27556,1597.735,76.65471
1598.217,69.1338,1598.217,61.8122,1598.217,77.13923
1598.699,69.20792,1598.699,62.26772,1598.699,77.56662
1599.181,69.26393,1599.181,62.66996,1599.181,77.9518
1599.663,69.32497,1599.663,63.0424,1599.663,78.30818
1600.146,69.40314,1600.146,63.40226,1600.146,78.64471
1600.628,69.49815,1600.628,63.76037,1600.628,78.964
1601.11,69.59906,1601.11,64.12167,1601.11,79.26254
1601.592,69.68962,1601.592,64.48584,1601.592,79.5336
1602.074,69.75519,1602.074,64.84746,1602.074,79.77103
1602.556,69.78881,1602.556,65.19551,1602.556,79.9726
1603.038,69.79401,1603.038,65.51381,1603.038,80.14105
1603.52,69.78358,1603.52,65.78303,1603.52,80.28251
1604.002,69.77531,1604.002,65.98454,1604.002,80.40367
1604.485,69.78736,1604.485,66.10487,1604.485,80.50934
1604.967,69.83518,1604.967,66.13836,1604.967,80.6019
1605.449,69.93136,1605.449,66.08688,1605.449,80.68295
1605.931,70.08675,1605.931,65.95724,1605.931,80.75574
1606.413,70.31145,1606.413,65.75771,1606.413,80.8274
1606.895,70.61325,1606.895,65.49582,1606.895,80.90912
1607.377,70.99394,1607.377,65.17793,1607.377,81.01421
1607.859,71.44505,1607.859,64.81106,1607.859,81.15424
1608.342,71.94649,1608.342,64.40536,1608.342,81.33522
1608.824,72.47008,1608.824,63.97597,1608.824,81.55605
1609.306,72.98708,1609.306,63.54291,1609.306,81.81056
1609.788,73.4752,1609.788,63.12902,1609.788,82.09145
1610.27,73.92181,1610.27,62.75686,1610.27,82.3933
1610.752,74.32208,1610.752,62.44498,1610.752,82.71281
1611.234,74.6749,1611.234,62.20477,1611.234,83.04684
1611.716,74.97884,1611.716,62.03839,1611.716,83.38972
1612.198,75.23051,1612.198,61.93921,1612.198,83.73276
1612.681,75.42569,1612.681,61.89532,1612.681,84.06572
1613.163,75.5616,1613.163,61.89488,1613.163,84.37943
1613.645,75.64001,1613.645,61.93163,1613.645,84.66804
1614.127,75.66881,1614.127,62.00922,1614.127,84.92931
1614.609,75.66108,1614.609,62.14322,1614.609,85.16364
1615.091,75.63048,1615.091,62.35944,1615.091,85.37135
1615.573,75.58392,1615.573,62.68371,1615.573,85.55007
1616.055,75.51751,1616.055,63.11959,1616.055,85.69348
1616.538,75.42215,1616.538,63.62318,1616.538,85.79455
1617.02,75.29656,1617.02,64.10561,1617.02,85.85299
1617.502,75.15222,1617.502,64.47892,1617.502,85.87917
1617.984,75.00329,1617.984,64.70335,1617.984,85.88906
1618.466,74.8553,1618.466,64.79028,1618.466,85.89548
1618.948,74.70377,1618.948,64.77464,1618.948,85.90412
1619.43,74.54019,1619.43,64.69104,1619.43,85.91396
1619.912,74.35811,1619.912,64.56457,1619.912,85.91931
1620.395,74.15562,1620.395,64.41068,1620.395,85.91103
1620.876,73.9339,1620.876,64.23764,1620.876,85.87727
1621.359,73.69332,1621.359,64.04852,1621.359,85.80434
1621.841,73.43034,1621.841,63.84258,1621.841,85.67948
1622.323,73.1385,1622.323,63.61631,1622.323,85.49637
1622.805,72.81551,1622.805,63.36555,1622.805,85.26254
1623.287,72.47147,1623.287,63.08871,1623.287,85.0021
1623.769,72.12834,1623.769,62.78883,1623.769,84.74713
1624.251,71.80856,1624.251,62.47234,1624.251,84.52176
1624.733,71.52377,1624.733,62.14539,1624.733,84.33237
1625.216,71.27227,1625.216,61.81126,1625.216,84.17001
1625.698,71.04321,1625.698,61.47021,1625.698,84.01839
1626.18,70.82164,1626.18,61.1212,1626.18,83.86073
1626.662,70.59219,1626.662,60.76382,1626.662,83.68369
1627.144,70.34194,1627.144,60.39994,1627.144,83.48009
1627.626,70.06336,1627.626,60.03394,1627.626,83.25108
1628.108,69.75678,1628.108,59.67097,1628.108,83.00631
1628.59,69.42989,1628.59,59.31379,1628.59,82.76041
1629.073,69.09377,1629.073,58.96048,1629.073,82.52689
1629.555,68.75767,1629.555,58.60516,1629.555,82.31322
1630.037,68.42601,1630.037,58.24099,1630.037,82.12039
1630.519,68.09849,1630.519,57.86327,1630.519,81.94514
1631.001,67.77219,1631.001,57.4711,1631.001,81.78323
1631.483,67.44373,1631.483,57.06712,1631.483,81.63083
1631.965,67.11102,1631.965,56.6562,1631.965,81.48461
1632.447,66.77397,1632.447,56.24326,1632.447,81.34041
1632.929,66.43436,1632.929,55.83101,1632.929,81.19102
1633.412,66.09364,1633.412,55.41848,1633.412,81.02306
1633.894,65.74808,1633.894,55.00038,1633.894,80.81351
1634.376,65.38164,1634.376,54.56838,1634.376,80.52838
1634.858,64.96376,1634.858,54.11506,1634.858,80.13041
1635.34,64.46655,1635.34,53.64115,1635.34,79.6056
1635.822,63.90054,1635.822,53.16029,1635.822,78.9987
1636.304,63.32533,1636.304,52.69137,1636.304,78.40849
1636.786,62.80336,1636.786,52.24244,1636.786,77.92155
1637.269,62.35309,1637.269,51.80611,1637.269,77.55943
1637.751,61.95354,1637.751,51.36958,1637.751,77.29218
1638.233,61.57308,1638.233,50.92402,1638.233,77.07613
1638.715,61.18804,1638.715,50.46699,1638.715,76.87533
1639.197,60.78796,1639.197,50.00092,1639.197,76.66626
1639.679,60.37285,1639.679,49.53033,1639.679,76.43668
1640.161,59.94796,1640.161,49.05884,1640.161,76.18365
1640.643,59.51871,1640.643,48.58717,1640.643,75.91197
1641.125,59.08772,1641.125,48.11286,1641.125,75.63164
1641.608,58.65479,1641.608,47.63231,1641.608,75.35445
1642.09,58.21915,1642.09,47.14371,1642.09,75.09074
1642.572,57.78244,1642.572,46.64949,1642.572,74.84696
1643.054,57.35049,1643.054,46.15654,1643.054,74.62462
1643.536,56.93296,1643.536,45.6743,1643.536,74.41983
1644.018,56.54015,1644.018,45.21135,1644.018,74.22251
1644.5,56.17749,1644.5,44.7716,1644.5,74.01466
1644.982,55.8385,1644.982,44.35135,1644.982,73.76812
1645.465,55.49896,1645.465,43.93838,1645.465,73.44455
1645.947,55.12004,1645.947,43.5155,1645.947,73.00493
1646.429,54.66988,1646.429,43.07104,1646.429,72.4376
1646.911,54.15786,1646.911,42.61179,1646.911,71.79362
1647.393,53.64129,1647.393,42.16222,1647.393,71.18163
1647.875,53.17961,1647.875,41.74345,1647.875,70.70013
1648.357,52.7892,1648.357,41.35624,1648.357,70.38042
1648.839,52.44651,1648.839,40.9859,1648.839,70.19683
1649.322,52.11592,1649.322,40.61584,1649.322,70.10641
1649.803,51.77071,1649.803,40.23541,1649.803,70.07219
1650.286,51.40217,1650.286,39.84185,1650.286,70.06633
1650.768,51.02109,1650.768,39.44022,1650.768,70.06227
1651.25,50.65108,1651.25,39.04345,1651.25,70.02058
1651.732,50.30826,1651.732,38.67222,1651.732,69.86832
1652.214,49.96525,1652.214,38.34961,1652.214,69.48233
1652.696,49.53291,1652.696,38.07975,1652.696,68.7323
1653.178,48.9406,1653.178,37.81676,1653.178,67.65691
1653.66,48.26906,1653.66,37.48798,1653.66,66.57844
1654.143,47.67868,1654.143,37.07738,1654.143,65.81036
1654.625,47.23227,1654.625,36.62969,1654.625,65.38113
1655.107,46.89307,1655.107,36.18765,1655.107,65.15862
1655.589,46.59993,1655.589,35.76676,1655.589,65.01968
1656.071,46.30416,1656.071,35.36256,1656.071,64.8909
1656.553,45.97596,1656.553,34.96137,1656.553,64.73545
1657.035,45.60228,1657.035,34.54807,1657.035,64.53789
1657.517,45.18335,1657.517,34.11212,1657.517,64.29589
1658,44.72926,1658,33.65168,1658,64.01601
1658.482,44.256,1658.482,33.17488,1658.482,63.71033
1658.964,43.78021,1658.964,32.69666,1658.964,63.39189
1659.446,43.31341,1659.446,32.23225,1659.446,63.06903
1659.928,42.85679,1659.928,31.78958,1659.928,62.74025
1660.41,42.39875,1660.41,31.36461,1660.41,62.39096
1660.892,41.91591,1660.892,30.94137,1660.892,61.99389
1661.374,41.37906,1661.374,30.49776,1661.374,61.51479
1661.856,40.76521,1661.856,30.01629,1661.856,60.92648
1662.339,40.07411,1662.339,29.49614,1662.339,60.22908
1662.821,39.3382,1662.821,28.95779,1662.821,59.46424
1663.303,38.61112,1663.303,28.43171,1663.303,58.70402
1663.785,37.9381,1663.785,27.9378,1663.785,58.01456
1664.267,37.33395,1664.267,27.47433,1664.267,57.42534
1664.749,36.78544,1664.749,27.02409,1664.749,56.92686
1665.231,36.26755,1665.231,26.56801,1665.231,56.48757
1665.713,35.758,1665.713,26.0951,1665.713,56.0709
1666.196,35.24399,1666.196,25.60627,1666.196,55.64353
1666.678,34.72186,1666.678,25.1133,1666.678,55.17615
1667.16,34.19223,1667.16,24.63455,1667.16,54.6404
1667.642,33.6521,1667.642,24.18728,1667.642,54.00478
1668.124,33.08765,1668.124,23.77853,1668.124,53.23356
1668.606,32.47424,1668.606,23.39934,1668.606,52.29489
1669.088,31.7911,1669.088,23.03036,1669.088,51.18307
1669.57,31.04703,1669.57,22.66107,1669.57,49.94601
1670.052,30.29422,1670.052,22.30739,1670.052,48.68961
1670.535,29.60716,1670.535,22.00609,1670.535,47.53878
1671.017,29.04068,1671.017,21.7881,1671.017,46.58012
1671.499,28.60552,1671.499,21.65827,1671.499,45.83334
1671.981,28.27634,1671.981,21.59777,1671.981,45.26332
1672.463,28.01577,1672.463,21.58112,1672.463,44.80946
1672.945,27.79646,1672.945,21.59441,1672.945,44.41033
1673.427,27.61506,1673.427,21.64867,1673.427,44.02002
1673.909,27.49798,1673.909,21.7855,1673.909,43.62106
1674.392,27.49487,1674.392,22.06717,1674.392,43.23586
1674.874,27.653,1674.874,22.54113,1674.874,42.92689
1675.356,27.97753,1675.356,23.19111,1675.356,42.76904
1675.838,28.41271,1675.838,23.92444,1675.838,42.80171
1676.32,28.87426,1676.32,24.62674,1676.32,43.00632
1676.802,29.30357,1676.802,25.23251,1676.802,43.33258
1677.284,29.6932,1677.284,25.74829,1677.284,43.73961
1677.766,30.07751,1677.766,26.23175,1677.766,44.21506
1678.249,30.51006,1678.249,26.75949,1678.249,44.77031
1678.73,31.03968,1678.73,27.39802,1678.73,45.42309
1679.213,31.68712,1679.213,28.17723,1679.213,46.17679
1679.695,32.42814,1679.695,29.07124,1679.695,47.00473
1680.177,33.1961,1680.177,30.00139,1680.177,47.85047
1680.659,33.91008,1680.659,30.86933,1680.659,48.64853
1681.141,34.51502,1681.141,31.60458,1681.141,49.35383
1681.623,35.01089,1681.623,32.19927,1681.623,49.96163
1682.105,35.46166,1682.105,32.72026,1682.105,50.5119
1682.587,35.98905,1682.587,33.30744,1682.587,51.08467
1683.07,36.74659,1683.07,34.15481,1683.07,51.78611
1683.552,37.84126,1683.552,35.42663,1683.552,52.70317
1684.034,39.19226,1684.034,37.07233,1684.034,53.81068
1684.516,40.49203,1684.516,38.73282,1684.516,54.93002
1684.998,41.45311,1684.998,40.02072,1684.998,55.87317
1685.48,42.04276,1685.48,40.84873,1685.48,56.60358
1685.962,42.40045,1685.962,41.37134,1685.962,57.20184
1686.444,42.66548,1686.444,41.77655,1686.444,57.7597
1686.927,42.91378,1686.927,42.19158,1686.927,58.33291
1687.409,43.16886,1687.409,42.68024,1687.409,58.9408
1687.891,43.42639,1687.891,43.26265,1687.891,59.57784
1688.373,43.6741,1688.373,43.93185,1688.373,60.22577
1688.855,43.90569,1688.855,44.66621,1688.855,60.86501
1689.337,44.12751,1689.337,45.43859,1689.337,61.48359
1689.819,44.3552,1689.819,46.22198,1689.819,62.07998
1690.301,44.60164,1690.301,46.99069,1690.301,62.65799
1690.783,44.86525,1690.783,47.71918,1690.783,63.21827
1691.266,45.12787,1691.266,48.38256,1691.266,63.75394
1691.748,45.36319,1691.748,48.9607,1691.748,64.25337
1692.23,45.54984,1692.23,49.44419,1692.23,64.70723
1692.712,45.68252,1692.712,49.83929,1692.712,65.11482
1693.194,45.77824,1693.194,50.17056,1693.194,65.48743
1693.676,45.87691,1693.676,50.48096,1693.676,65.8483
1694.158,46.03455,1694.158,50.82796,1694.158,66.22952
1694.64,46.30532,1694.64,51.27066,1694.64,66.66357
1695.123,46.71013,1695.123,51.8397,1695.123,67.16658
1695.605,47.20518,1695.605,52.49728,1695.605,67.71783
1696.087,47.68776,1696.087,53.12992,1696.087,68.25884
1696.569,48.05775,1696.569,53.61342,1696.569,68.72944
1697.051,48.28059,1697.051,53.89641,1697.051,69.10938
1697.533,48.38907,1697.533,54.01283,1697.533,69.42111
1698.015,48.44513,1698.015,54.0332,1698.015,69.70175
1698.497,48.50817,1698.497,54.01793,1698.497,69.97746
1698.979,48.61714,1698.979,53.99391,1698.979,70.25001
1699.462,48.77401,1699.462,53.9449,1699.462,70.4921
1699.944,48.93557,1699.944,53.81787,1699.944,70.65904
1700.426,49.04229,1700.426,53.56357,1700.426,70.72627
1700.908,49.07554,1700.908,53.18824,1700.908,70.72195
1701.39,49.0689,1701.39,52.74711,1701.39,70.70312
