PDI-H-COOH,,PDI-Me-COOH,,PDI-OMe-COOH
Wavenumber,intensity,Wavenumber,intensity,Wavenumber,intensity
3512.221,80.86104,3512.221,81.14004,3512.221,91.14599
3512.703,80.85789,3512.703,81.13743,3512.703,91.14445
3513.185,80.85591,3513.185,81.13513,3513.185,91.1422
3513.667,80.85544,3513.667,81.13324,3513.667,91.1398
3514.149,80.85684,3514.149,81.13133,3514.149,91.13809
3514.631,80.86023,3514.631,81.1289,3514.631,91.13797
3515.114,80.86539,3515.114,81.12579,3515.114,91.13981
3515.596,80.87156,3515.596,81.12227,3515.596,91.1432
3516.078,80.87758,3516.078,81.11909,3516.078,91.14711
3516.56,80.88223,3516.56,81.11702,3516.56,91.15034
3517.042,80.88462,3517.042,81.11651,3517.042,91.15199
3517.524,80.88456,3517.524,81.11745,3517.524,91.15196
3518.006,80.88277,3518.006,81.11898,3518.006,91.15101
3518.488,80.8806,3518.488,81.1198,3518.488,91.15044
3518.97,80.87966,3518.97,81.1186,3518.97,91.15141
3519.453,80.88113,3519.453,81.1144,3519.453,91.15446
3519.935,80.88531,3519.935,81.10695,3519.935,91.15919
3520.417,80.89168,3520.417,81.09682,3520.417,91.16419
3520.899,80.89883,3520.899,81.08541,3520.899,91.16763
3521.381,80.90514,3521.381,81.07481,3521.381,91.16787
3521.863,80.90916,3521.863,81.0673,3521.863,91.16385
3522.345,80.91019,3522.345,81.06457,3522.345,91.1559
3522.827,80.90852,3522.827,81.06696,3522.827,91.14568
3523.31,80.9053,3523.31,81.07289,3523.31,91.13594
3523.792,80.90205,3523.792,81.07934,3523.792,91.12945
3524.274,80.90013,3524.274,81.08288,3524.274,91.12804
3524.756,80.90021,3524.756,81.08115,3524.756,91.13203
3525.238,80.90222,3525.238,81.0736,3525.238,91.14021
3525.72,80.90554,3525.72,81.06172,3525.72,91.15034
3526.202,80.90939,3526.202,81.04846,3526.202,91.16005
3526.684,80.91305,3526.684,81.03746,3526.684,91.16726
3527.167,80.91605,3527.167,81.03171,3527.167,91.17081
3527.648,80.91838,3527.648,81.03255,3527.648,91.17077
3528.131,80.92033,3528.131,81.03937,3528.131,91.16833
3528.613,80.92225,3528.613,81.05009,3528.613,91.1652
3529.095,80.92443,3529.095,81.06261,3529.095,91.16285
3529.577,80.92696,3529.577,81.07552,3529.577,91.16194
3530.059,80.92966,3530.059,81.08846,3530.059,91.16241
3530.541,80.93222,3530.541,81.10157,3530.541,91.1637
3531.023,80.93427,3531.023,81.1146,3531.023,91.16528
3531.505,80.93554,3531.505,81.12633,3531.505,91.16694
3531.988,80.93591,3531.988,81.13462,3531.988,91.16894
3532.47,80.93546,3532.47,81.13714,3532.47,91.17179
3532.952,80.93439,3532.952,81.13232,3532.952,91.17596
3533.434,80.93287,3533.434,81.12024,3533.434,91.18147
3533.916,80.93097,3533.916,81.10323,3533.916,91.1876
3534.398,80.9286,3534.398,81.08544,3534.398,91.19301
3534.88,80.92549,3534.88,81.07194,3534.88,91.19608
3535.362,80.9214,3535.362,81.06696,3535.362,91.19566
3535.844,80.91642,3535.844,81.07225,3535.844,91.19171
3536.327,80.91109,3536.327,81.08623,3536.327,91.1856
3536.809,80.90626,3536.809,81.10468,3536.809,91.1797
3537.291,80.90296,3537.291,81.1226,3537.291,91.17613
3537.773,80.90187,3537.773,81.13615,3537.773,91.17626
3538.255,80.90313,3538.255,81.14347,3538.255,91.18006
3538.737,80.90634,3538.737,81.14456,3538.737,91.18649
3539.219,80.91055,3539.219,81.14053,3539.219,91.19406
3539.701,80.91458,3539.701,81.13256,3539.701,91.20135
3540.184,80.9174,3540.184,81.12144,3540.184,91.20763
3540.666,80.91844,3540.666,81.10748,3540.666,91.21283
3541.148,80.91772,3541.148,81.09084,3541.148,91.21732
3541.63,80.91595,3541.63,81.07208,3541.63,91.22161
3542.112,80.91402,3542.112,81.05256,3542.112,91.22587
3542.594,80.91286,3542.594,81.03439,3542.594,91.2297
3543.076,80.91296,3543.076,81.02022,3543.076,91.23241
3543.558,80.91424,3543.558,81.01248,3543.558,91.23331
3544.041,80.91595,3544.041,81.0128,3544.041,91.23223
3544.523,80.91692,3544.523,81.02179,3544.523,91.22961
3545.005,80.91611,3545.005,81.03907,3545.005,91.22625
3545.487,80.91289,3545.487,81.06364,3545.487,91.22308
3545.969,80.90736,3545.969,81.09367,3545.969,91.22059
3546.451,80.90056,3546.451,81.1265,3546.451,91.21896
3546.933,80.89394,3546.933,81.15844,3546.933,91.21821
3547.415,80.8889,3547.415,81.18527,3547.415,91.21855
3547.897,80.88631,3547.897,81.20327,3547.897,91.22047
3548.38,80.88639,3548.38,81.21017,3548.38,91.22459
3548.862,80.88865,3548.862,81.20566,3548.862,91.23145
3549.344,80.89228,3549.344,81.19152,3549.344,91.24103
3549.826,80.89622,3549.826,81.17159,3549.826,91.25245
3550.308,80.89931,3550.308,81.15141,3550.308,91.26369
3550.79,80.90065,3550.79,81.1377,3550.79,91.27193
3551.272,80.89972,3551.272,81.13636,3551.272,91.27455
3551.754,80.89689,3551.754,81.15026,3551.754,91.27061
3552.237,80.89336,3552.237,81.17749,3552.237,91.26186
3552.719,80.89071,3552.719,81.21192,3552.719,91.25224
3553.201,80.89024,3553.201,81.24605,3553.201,91.24615
3553.683,80.89241,3553.683,81.27408,3553.683,91.24655
3554.165,80.89665,3554.165,81.29343,3554.165,91.25392
3554.647,80.90182,3554.647,81.30465,3554.647,91.26669
3555.129,80.90648,3555.129,81.31001,3555.129,91.2821
3555.611,80.90947,3555.611,81.31232,3555.611,91.29737
3556.094,80.91016,3556.094,81.314,3556.094,91.3104
3556.575,80.90855,3556.575,81.31663,3556.575,91.32021
3557.058,80.9052,3557.058,81.32109,3557.058,91.32678
3557.54,80.90099,3557.54,81.32767,3557.54,91.33065
3558.022,80.89685,3558.022,81.33642,3558.022,91.33245
3558.504,80.89348,3558.504,81.34719,3558.504,91.33242
3558.986,80.89124,3558.986,81.35963,3558.986,91.3307
3559.468,80.8901,3559.468,81.37303,3559.468,91.32735
3559.95,80.88988,3559.95,81.38639,3559.95,91.32285
3560.432,80.89038,3560.432,81.39857,3560.432,91.31808
3560.915,80.89143,3560.915,81.40878,3560.915,91.31413
3561.397,80.89298,3561.397,81.41648,3561.397,91.31171
3561.879,80.89511,3561.879,81.4213,3561.879,91.311
3562.361,80.89802,3562.361,81.42273,3562.361,91.31146
3562.843,80.90192,3562.843,81.41954,3562.843,91.31238
3563.325,80.90717,3563.325,81.4099,3563.325,91.31313
3563.807,80.91392,3563.807,81.39197,3563.807,91.31367
3564.289,80.92203,3564.289,81.36514,3564.289,91.31414
3564.771,80.93073,3564.771,81.33233,3564.771,91.31438
3565.254,80.93824,3565.254,81.30183,3565.254,91.3131
3565.736,80.94212,3565.736,81.28709,3565.736,91.30783
3566.218,80.94008,3566.218,81.30198,3566.218,91.29677
3566.7,80.9316,3566.7,81.35125,3566.7,91.28155
3567.182,80.91901,3567.182,81.42407,3567.182,91.26823
3567.664,80.9063,3567.664,81.49881,3567.664,91.26389
3568.146,80.89678,3568.146,81.55625,3568.146,91.27177
3568.628,80.89169,3568.628,81.58872,3568.628,91.28979
3569.111,80.89043,3569.111,81.59911,3569.111,91.313
3569.593,80.89165,3569.593,81.59497,3569.593,91.33652
3570.075,80.894,3570.075,81.58356,3570.075,91.35694
3570.557,80.89654,3570.557,81.56993,3570.557,91.37264
3571.039,80.8987,3571.039,81.55658,3571.039,91.38327
3571.521,80.90038,3571.521,81.54443,3571.521,91.38943
3572.003,80.90174,3572.003,81.53363,3572.003,91.3922
3572.485,80.90295,3572.485,81.52446,3572.485,91.39275
3572.968,80.90405,3572.968,81.51772,3572.968,91.39202
3573.45,80.90495,3573.45,81.51467,3573.45,91.39041
3573.932,80.90519,3573.932,81.51632,3573.932,91.38792
3574.414,80.90427,3574.414,81.5228,3574.414,91.38445
3574.896,80.90195,3574.896,81.53277,3574.896,91.38014
3575.378,80.89826,3575.378,81.54382,3575.378,91.37558
3575.86,80.89372,3575.86,81.55316,3575.86,91.37166
3576.342,80.88887,3576.342,81.55888,3576.342,91.36918
3576.824,80.88419,3576.824,81.56059,3576.824,91.36846
3577.307,80.87985,3577.307,81.55947,3577.307,91.36909
3577.789,80.87558,3577.789,81.55761,3577.789,91.37013
3578.271,80.87099,3578.271,81.55704,3578.271,91.3707
3578.753,80.86584,3578.753,81.5588,3578.753,91.3703
3579.235,80.86024,3579.235,81.56267,3579.235,91.36932
3579.717,80.85477,3579.717,81.56767,3579.717,91.36867
3580.199,80.8504,3580.199,81.57274,3580.199,91.36942
3580.681,80.84793,3580.681,81.57753,3580.681,91.37185
3581.164,80.84784,3581.164,81.58255,3581.164,91.37531
3581.646,80.84995,3581.646,81.58875,3581.646,91.3782
3582.128,80.85358,3582.128,81.59647,3582.128,91.37873
3582.61,80.85774,3582.61,81.60491,3582.61,91.37566
3583.092,80.86152,3583.092,81.61172,3583.092,91.36923
3583.574,80.86427,3583.574,81.61356,3583.574,91.36111
3584.056,80.86587,3584.056,81.6069,3584.056,91.35403
3584.538,80.86636,3584.538,81.58955,3584.538,91.35088
3585.021,80.86589,3585.021,81.56244,3585.021,91.35305
3585.502,80.86417,3585.502,81.53137,3585.502,91.35918
3585.985,80.86057,3585.985,81.50772,3585.985,91.36425
3586.467,80.85454,3586.467,81.5053,3586.467,91.36107
3586.949,80.84647,3586.949,81.53281,3586.949,91.34467
3587.431,80.83829,3587.431,81.58535,3587.431,91.31678
3587.913,80.83263,3587.913,81.64481,3587.913,91.28622
3588.395,80.83097,3588.395,81.69106,3588.395,91.26295
3588.877,80.83293,3588.877,81.71358,3588.877,91.25193
3589.359,80.83682,3589.359,81.71333,3589.359,91.2522
3589.842,80.84092,3589.842,81.69743,3589.842,91.25961
3590.324,80.84419,3590.324,81.67313,3590.324,91.27014
3590.806,80.84631,3590.806,81.64514,3590.806,91.28107
3591.288,80.84734,3591.288,81.61563,3591.288,91.29102
3591.77,80.84757,3591.77,81.58555,3591.77,91.2994
3592.252,80.8471,3592.252,81.55607,3592.252,91.30561
3592.734,80.84584,3592.734,81.52963,3592.734,91.30872
3593.216,80.84361,3593.216,81.50954,3593.216,91.30768
3593.698,80.84029,3593.698,81.49866,3593.698,91.30196
3594.181,80.83614,3594.181,81.49764,3594.181,91.29234
3594.663,80.83166,3594.663,81.50408,3594.663,91.28084
3595.145,80.82744,3595.145,81.51334,3595.145,91.2703
3595.627,80.82397,3595.627,81.52067,3595.627,91.26308
3596.109,80.82121,3596.109,81.52296,3596.109,91.26038
3596.591,80.81879,3596.591,81.5196,3596.591,91.26198
3597.073,80.81619,3597.073,81.51205,3597.073,91.26678
3597.555,80.81295,3597.555,81.50276,3597.555,91.27333
3598.038,80.80888,3598.038,81.49428,3598.038,91.28033
3598.52,80.80407,3598.52,81.48855,3598.52,91.28697
3599.002,80.79884,3599.002,81.48692,3599.002,91.29259
3599.484,80.79366,3599.484,81.49017,3599.484,91.29668
3599.966,80.78889,3599.966,81.49848,3599.966,91.29854
3600.448,80.78476,3600.448,81.51132,3600.448,91.29752
3600.93,80.78127,3600.93,81.52706,3600.93,91.29316
3601.412,80.77834,3601.412,81.54309,3601.412,91.2857
3601.895,80.7759,3601.895,81.55632,3601.895,91.27613
3602.377,80.77401,3602.377,81.56371,3602.377,91.26613
3602.859,80.77284,3602.859,81.563,3602.859,91.25783
3603.341,80.77261,3603.341,81.55292,3603.341,91.25327
3603.823,80.77338,3603.823,81.53359,3603.823,91.25397
3604.305,80.77505,3604.305,81.50659,3604.305,91.26044
3604.787,80.77724,3604.787,81.47491,3604.787,91.27206
3605.269,80.77935,3605.269,81.4426,3605.269,91.28725
3605.751,80.78065,3605.751,81.41436,3605.751,91.30348
3606.234,80.7804,3606.234,81.39505,3606.234,91.31784
3606.716,80.7781,3606.716,81.38868,3606.716,91.32755
3607.198,80.77361,3607.198,81.39693,3607.198,91.33094
3607.68,80.76765,3607.68,81.41711,3607.68,91.32885
3608.162,80.76163,3608.162,81.44132,3608.162,91.32513
3608.644,80.75729,3608.644,81.45911,3608.644,91.32532
3609.126,80.75597,3609.126,81.46198,3609.126,91.33421
3609.608,80.7581,3609.608,81.44682,3609.608,91.35387
3610.091,80.7634,3610.091,81.4157,3610.091,91.3837
3610.573,80.77104,3610.573,81.37366,3610.573,91.42148
3611.055,80.77987,3611.055,81.32711,3611.055,91.46393
3611.537,80.78816,3611.537,81.28378,3611.537,91.50639
3612.019,80.7938,3612.019,81.25262,3612.019,91.54244
3612.501,80.7947,3612.501,81.24195,3612.501,91.56496
3612.983,80.79,3612.983,81.25555,3612.983,91.56898
3613.465,80.78075,3613.465,81.28938,3613.465,91.55459
3613.948,80.76961,3613.948,81.33326,3613.948,91.52708
3614.429,80.75948,3614.429,81.37617,3614.429,91.4942
3614.912,80.75239,3614.912,81.41069,3614.912,91.46291
3615.394,80.74896,3615.394,81.43381,3615.394,91.43791
3615.876,80.74883,3615.876,81.44528,3615.876,91.42181
3616.358,80.75081,3616.358,81.44655,3616.358,91.41544
3616.84,80.75321,3616.84,81.44092,3616.84,91.41773
3617.322,80.75413,3617.322,81.43421,3617.322,91.42525
3617.804,80.7519,3617.804,81.4344,3617.804,91.4327
3618.286,80.74593,3618.286,81.44887,3618.286,91.43453
3618.769,80.73719,3618.769,81.48019,3618.769,91.42772
3619.251,80.72784,3619.251,81.52375,3619.251,91.41334
3619.733,80.71995,3619.733,81.57018,3619.733,91.39566
3620.215,80.71439,3620.215,81.61082,3620.215,91.37915
3620.697,80.71061,3620.697,81.64163,3620.697,91.36629
3621.179,80.70749,3621.179,81.66293,3621.179,91.35742
3621.661,80.70421,3621.661,81.67699,3621.661,91.35182
3622.143,80.70052,3622.143,81.68587,3622.143,91.34867
3622.625,80.69653,3622.625,81.69113,3622.625,91.34698
3623.108,80.69239,3623.108,81.6945,3623.108,91.34524
3623.59,80.688,3623.59,81.69881,3623.59,91.3409
3624.072,80.68296,3624.072,81.70802,3624.072,91.33092
3624.554,80.67695,3624.554,81.72588,3624.554,91.31287
3625.036,80.67021,3625.036,81.75383,3625.036,91.28664
3625.518,80.66377,3625.518,81.78875,3625.518,91.25563
3626,80.65956,3626,81.82223,3626,91.22703
3626.482,80.65978,3626.482,81.8427,3626.482,91.20997
3626.965,80.6656,3626.965,81.84142,3626.965,91.21163
3627.447,80.67579,3627.447,81.82198,3627.447,91.23125
3627.929,80.68552,3627.929,81.8063,3627.929,91.25639
3628.411,80.68905,3628.411,81.82169,3628.411,91.26928
3628.893,80.68513,3628.893,81.86927,3628.893,91.26523
3629.375,80.67859,3629.375,81.91425,3629.375,91.25967
3629.857,80.67465,3629.857,81.92238,3629.857,91.26947
3630.339,80.67438,3630.339,81.8907,3630.339,91.29657
3630.822,80.67593,3630.822,81.83736,3630.822,91.33263
3631.304,80.67757,3631.304,81.78105,3631.304,91.36919
3631.786,80.67838,3631.786,81.73303,3631.786,91.40158
3632.268,80.67809,3632.268,81.69833,3632.268,91.42768
3632.75,80.67667,3632.75,81.6786,3632.75,91.44653
3633.232,80.67463,3633.232,81.67323,3633.232,91.45836
3633.714,80.67278,3633.714,81.67879,3633.714,91.46519
3634.196,80.6722,3634.196,81.68907,3634.196,91.47115
3634.678,80.67355,3634.678,81.69724,3634.678,91.4807
3635.161,80.67656,3635.161,81.69878,3635.161,91.49664
3635.643,80.68011,3635.643,81.69283,3635.643,91.519
3636.125,80.68263,3636.125,81.68167,3636.125,91.54535
3636.607,80.68279,3636.607,81.66919,3636.607,91.57192
3637.089,80.67979,3637.089,81.65933,3637.089,91.59521
3637.571,80.67394,3637.571,81.65461,3637.571,91.61304
3638.053,80.66648,3638.053,81.65503,3638.053,91.62574
3638.535,80.65926,3638.535,81.65821,3638.535,91.6356
3639.018,80.65392,3639.018,81.66051,3639.018,91.64587
3639.5,80.65135,3639.5,81.65909,3639.5,91.65878
3639.982,80.65145,3639.982,81.65314,3639.982,91.67455
3640.464,80.65335,3640.464,81.64423,3640.464,91.69121
3640.946,80.65593,3640.946,81.63568,3640.946,91.7056
3641.428,80.6582,3641.428,81.63091,3641.428,91.71497
3641.91,80.65976,3641.91,81.63179,3641.91,91.71854
3642.392,80.66064,3642.392,81.63763,3642.392,91.71803
3642.875,80.66118,3642.875,81.64557,3642.875,91.71699
3643.356,80.6616,3643.356,81.65183,3643.356,91.71898
3643.839,80.66195,3643.839,81.65268,3643.839,91.72667
3644.321,80.66211,3644.321,81.64489,3644.321,91.74117
3644.803,80.66206,3644.803,81.62594,3644.803,91.76243
3645.285,80.66179,3645.285,81.59473,3645.285,91.78904
3645.767,80.66125,3645.767,81.55293,3645.767,91.81822
3646.249,80.66041,3646.249,81.50595,3646.249,91.84586
3646.731,80.65923,3646.731,81.46264,3646.731,91.8676
3647.213,80.6578,3647.213,81.43244,3647.213,91.8807
3647.696,80.65614,3647.696,81.42179,3647.696,91.8856
3648.178,80.65373,3648.178,81.43253,3648.178,91.88466
3648.66,80.6495,3648.66,81.46429,3648.66,91.87924
3649.142,80.64265,3649.142,81.51572,3649.142,91.86819
3649.624,80.63429,3649.624,81.58166,3649.624,91.85103
3650.106,80.62751,3650.106,81.64957,3650.106,91.83193
3650.588,80.62538,3650.588,81.70379,3650.588,91.81829
3651.07,80.62847,3651.07,81.73574,3651.07,91.81501
3651.552,80.63473,3651.552,81.74821,3651.552,91.82103
3652.035,80.64134,3652.035,81.75064,3652.035,91.83193
3652.517,80.64644,3652.517,81.75172,3652.517,91.84408
3652.999,80.64965,3652.999,81.75509,3652.999,91.85694
3653.481,80.65154,3653.481,81.75938,3653.481,91.87309
3653.963,80.65303,3653.963,81.76083,3653.963,91.89607
3654.445,80.65462,3654.445,81.7576,3654.445,91.92779
3654.927,80.65599,3654.927,81.75287,3654.927,91.96598
3655.409,80.65659,3655.409,81.75407,3655.409,92.00426
3655.892,80.65648,3655.892,81.76654,3655.892,92.03577
3656.374,80.6568,3656.374,81.78719,3656.374,92.05787
3656.856,80.65885,3656.856,81.80636,3656.856,92.07287
3657.338,80.66291,3657.338,81.81611,3657.338,92.08463
3657.82,80.66788,3657.82,81.81508,3657.82,92.09525
3658.302,80.67233,3658.302,81.807,3658.302,92.105
3658.784,80.67509,3658.784,81.7968,3658.784,92.11346
3659.266,80.67562,3659.266,81.78817,3659.266,92.12057
3659.749,80.67412,3659.749,81.78329,3659.749,92.12659
3660.231,80.67115,3660.231,81.78299,3660.231,92.1323
3660.713,80.66766,3660.713,81.78728,3660.713,92.13866
3661.195,80.66462,3661.195,81.79573,3661.195,92.14649
3661.677,80.6625,3661.677,81.80773,3661.677,92.15609
3662.159,80.66123,3662.159,81.82281,3662.159,92.16685
3662.641,80.66025,3662.641,81.84071,3662.641,92.17727
3663.123,80.65871,3663.123,81.86115,3663.123,92.18535
3663.605,80.65596,3663.605,81.88371,3663.605,92.18919
3664.088,80.6519,3664.088,81.90784,3664.088,92.18778
3664.57,80.64713,3664.57,81.9329,3664.57,92.18124
3665.052,80.64266,3665.052,81.95824,3665.052,92.17079
3665.534,80.63974,3665.534,81.98336,3665.534,92.15855
3666.016,80.63953,3666.016,82.00742,3666.016,92.14697
3666.498,80.64278,3666.498,82.02884,3666.498,92.13897
3666.98,80.64986,3666.98,82.04508,3666.98,92.13738
3667.462,80.66039,3667.462,82.05372,3667.462,92.1446
3667.945,80.67297,3667.945,82.05508,3667.945,92.16095
3668.427,80.68478,3668.427,82.056,3668.427,92.18277
3668.909,80.69173,3668.909,82.07025,3668.909,92.20206
3669.391,80.69064,3669.391,82.11026,3669.391,92.21075
3669.873,80.68229,3669.873,82.17243,3669.873,92.20833
3670.355,80.67138,3670.355,82.23486,3670.355,92.20349
3670.837,80.66277,3670.837,82.2766,3670.837,92.20463
3671.319,80.65807,3671.319,82.29445,3671.319,92.21223
3671.802,80.65644,3671.802,82.29799,3671.802,92.22198
3672.283,80.65696,3672.283,82.29478,3672.283,92.23222
3672.766,80.65972,3672.766,82.28265,3672.766,92.24705
3673.248,80.66499,3673.248,82.25178,3673.248,92.2738
3673.73,80.67133,3673.73,82.19612,3673.73,92.31571
3674.212,80.67375,3674.212,82.12925,3674.212,92.36217
3674.694,80.66492,3674.694,82.09135,3674.694,92.38569
3675.176,80.64274,3675.176,82.12007,3675.176,92.36204
3675.658,80.61708,3675.658,82.20102,3675.658,92.30285
3676.14,80.602,3676.14,82.27642,3676.14,92.24822
3676.623,80.60168,3676.623,82.31055,3676.623,92.22318
3677.105,80.61057,3677.105,82.31059,3677.105,92.22384
3677.587,80.62158,3677.587,82.29871,3677.587,92.23637
3678.069,80.6304,3678.069,82.29074,3678.069,92.25086
3678.551,80.63528,3678.551,82.29268,3678.551,92.26318
3679.033,80.63634,3679.033,82.3041,3679.033,92.2728
3679.515,80.63481,3679.515,82.32132,3679.515,92.28085
3679.997,80.63252,3679.997,82.33994,3679.997,92.28891
3680.479,80.6312,3680.479,82.35682,3680.479,92.29839
3680.962,80.63172,3680.962,82.37064,3680.962,92.30985
3681.444,80.63402,3681.444,82.38182,3681.444,92.32291
3681.926,80.63715,3681.926,82.39145,3681.926,92.33631
3682.408,80.63982,3682.408,82.4012,3682.408,92.34792
3682.89,80.64062,3682.89,82.41335,3682.89,92.35484
3683.372,80.63857,3683.372,82.43078,3683.372,92.35404
3683.854,80.6334,3683.854,82.45621,3683.854,92.3437
3684.336,80.62568,3684.336,82.49101,3684.336,92.32416
3684.819,80.61642,3684.819,82.53385,3684.819,92.29845
3685.301,80.6069,3685.301,82.57967,3685.301,92.27216
3685.783,80.59821,3685.783,82.61993,3685.783,92.25215
3686.265,80.59096,3686.265,82.64404,3686.265,92.24517
3686.747,80.58512,3686.747,82.64347,3686.747,92.255
3687.229,80.58001,3687.229,82.61677,3687.229,92.27975
3687.711,80.57478,3687.711,82.57314,3687.711,92.31046
3688.193,80.5695,3688.193,82.53001,3688.193,92.3342
3688.676,80.56556,3688.676,82.50419,3688.676,92.34059
3689.158,80.56489,3689.158,82.50291,3689.158,92.32771
3689.64,80.56788,3689.64,82.52248,3689.64,92.30141
3690.122,80.57266,3690.122,82.55363,3690.122,92.27008
3690.604,80.57651,3690.604,82.58715,3690.604,92.24035
3691.086,80.57778,3691.086,82.61608,3691.086,92.21619
3691.568,80.57672,3691.568,82.63626,3691.568,92.19923
3692.05,80.57485,3692.05,82.64673,3692.05,92.18935
3692.532,80.57381,3692.532,82.64948,3692.532,92.18502
3693.015,80.57462,3693.015,82.64819,3693.015,92.18385
3693.497,80.57741,3693.497,82.64666,3693.497,92.18352
3693.979,80.58148,3693.979,82.64758,3693.979,92.1823
3694.461,80.58577,3694.461,82.65231,3694.461,92.17914
3694.943,80.58893,3694.943,82.6616,3694.943,92.17342
3695.425,80.58988,3695.425,82.67576,3695.425,92.16455
3695.907,80.58804,3695.907,82.69493,3695.907,92.15225
3696.389,80.58347,3696.389,82.71855,3696.389,92.13665
3696.872,80.57692,3696.872,82.74501,3696.872,92.11842
3697.354,80.56925,3697.354,82.77185,3697.354,92.09871
3697.836,80.56125,3697.836,82.79596,3697.836,92.07903
3698.318,80.55348,3698.318,82.81407,3698.318,92.06108
3698.8,80.54633,3698.8,82.82328,3698.8,92.04648
3699.282,80.53991,3699.282,82.82232,3699.282,92.03593
3699.764,80.53427,3699.764,82.81303,3699.764,92.02855
3700.246,80.52935,3700.246,82.80107,3700.246,92.02116
3700.729,80.52521,3700.729,82.79426,3700.729,92.00953
3701.21,80.52222,3701.21,82.79836,3701.21,91.99053
3701.693,80.52097,3701.693,82.8133,3701.693,91.96471
3702.175,80.52184,3702.175,82.8329,3702.175,91.93607
3702.657,80.52441,3702.657,82.84924,3702.657,91.90993
3703.139,80.52754,3703.139,82.85773,3703.139,91.88978
3703.621,80.52994,3703.621,82.85856,3703.621,91.87632
3704.103,80.53051,3704.103,82.85537,3704.103,91.86806
3704.585,80.52885,3704.585,82.85253,3704.585,91.86266
3705.067,80.52509,3705.067,82.85304,3705.067,91.85799
3705.55,80.51995,3705.55,82.85758,3705.55,91.8527
3706.032,80.51443,3706.032,82.86414,3706.032,91.84653
3706.514,80.50974,3706.514,82.86887,3706.514,91.84048
3706.996,80.50698,3706.996,82.86731,3706.996,91.83609
3707.478,80.50678,3707.478,82.85607,3707.478,91.83516
3707.96,80.50917,3707.96,82.83411,3707.96,91.83882
3708.442,80.51336,3708.442,82.80367,3708.442,91.84705
3708.924,80.51787,3708.924,82.77027,3708.924,91.8584
3709.406,80.5209,3709.406,82.74216,3709.406,91.87005
3709.889,80.52076,3709.889,82.72814,3709.889,91.87859
3710.371,80.51683,3710.371,82.73411,3710.371,91.88146
3710.853,80.51016,3710.853,82.7584,3710.853,91.87914
3711.335,80.50326,3711.335,82.79,3711.335,91.87584
3711.817,80.49871,3711.817,82.81319,3711.817,91.8775
3712.299,80.49759,3712.299,82.81692,3712.299,91.8876
3712.781,80.49898,3712.781,82.80074,3712.781,91.90493
3713.263,80.50105,3713.263,82.77264,3713.263,91.92488
3713.746,80.50225,3713.746,82.74304,3713.746,91.94257
3714.228,80.50197,3714.228,82.71947,3714.228,91.95515
3714.71,80.50037,3714.71,82.70486,3714.71,91.96214
3715.192,80.49794,3715.192,82.69818,3715.192,91.96463
3715.674,80.49496,3715.674,82.69641,3715.674,91.96411
3716.156,80.49127,3716.156,82.69665,3716.156,91.9612
3716.638,80.48619,3716.638,82.69772,3716.638,91.95521
3717.12,80.47905,3717.12,82.70048,3717.12,91.94435
3717.603,80.46975,3717.603,82.70694,3717.603,91.92719
3718.085,80.45921,3718.085,82.71835,3718.085,91.90405
3718.567,80.44936,3718.567,82.73396,3718.567,91.87753
3719.049,80.44247,3719.049,82.75107,3719.049,91.85189
3719.531,80.44005,3719.531,82.76639,3719.531,91.83086
3720.013,80.44215,3720.013,82.77782,3720.013,91.816
3720.495,80.4471,3720.495,82.78559,3720.495,91.80574
3720.977,80.4519,3720.977,82.79243,3720.977,91.79581
3721.459,80.4534,3721.459,82.80194,3721.459,91.78123
3721.942,80.44947,3721.942,82.81621,3721.942,91.75881
3722.424,80.44008,3722.424,82.83405,3722.424,91.72916
3722.906,80.42719,3722.906,82.85149,3722.906,91.69648
3723.388,80.4137,3723.388,82.8641,3723.388,91.66605
3723.87,80.402,3723.87,82.86949,3723.87,91.64182
3724.352,80.39332,3724.352,82.86845,3724.352,91.62479
3724.834,80.38763,3724.834,82.86471,3724.834,91.61319
3725.316,80.38426,3725.316,82.86353,3725.316,91.60362
3725.799,80.38245,3725.799,82.8691,3725.799,91.59315
3726.281,80.38203,3726.281,82.88194,3726.281,91.58113
3726.763,80.38316,3726.763,82.89836,3726.763,91.56943
3727.245,80.38577,3727.245,82.91364,3727.245,91.56065
3727.727,80.38914,3727.727,82.92545,3727.727,91.55582
3728.209,80.39213,3728.209,82.93456,3728.209,91.55424
3728.691,80.39374,3728.691,82.94254,3728.691,91.55478
3729.173,80.39364,3729.173,82.94909,3729.173,91.55746
3729.656,80.39217,3729.656,82.95134,3729.656,91.56372
3730.137,80.39008,3730.137,82.94511,3730.137,91.57534
3730.62,80.38819,3730.62,82.9275,3730.62,91.59299
3731.102,80.38699,3731.102,82.89882,3731.102,91.61507
3731.584,80.38662,3731.584,82.8626,3731.584,91.63815
3732.066,80.3867,3732.066,82.82349,3732.066,91.65873
3732.548,80.38649,3732.548,82.78514,3732.548,91.67503
3733.03,80.38494,3733.03,82.74998,3733.03,91.68698
3733.512,80.38088,3733.512,82.72124,3733.512,91.69479
3733.994,80.37355,3733.994,82.70496,3733.994,91.69707
3734.477,80.3633,3734.477,82.70943,3734.477,91.69065
3734.959,80.35238,3734.959,82.73927,3734.959,91.67347
3735.441,80.34502,3735.441,82.78603,3735.441,91.64941
3735.923,80.34509,3735.923,82.82693,3735.923,91.6292
